nodes,community_labels,clustering_labels_5,clustering_labels_10,clustering_labels_20,clustering_labels_50,clustering_labels_100
9903334,2,0,3,14,29,97
9903335,0,2,5,5,9,20
9903337,8,2,5,14,28,97
9903338,13,4,4,1,23,34
9903339,6,4,9,12,45,33
9903340,2,2,8,7,35,28
9903341,5,2,5,13,41,92
9903342,7,4,1,15,45,4
9903343,0,1,2,9,31,2
9903344,3,2,4,1,5,6
9903345,0,4,9,12,25,10
9903346,3,0,3,14,29,17
9903347,3,0,1,14,29,97
9903348,3,0,3,14,29,16
9903350,4,0,3,17,44,27
9903352,10,1,0,2,2,8
9903353,4,4,1,15,45,4
9903354,6,0,1,15,12,77
9903355,10,4,4,10,19,6
9903356,2,3,8,3,35,49
9903357,3,1,0,13,33,19
9903358,5,4,4,1,45,22
9903359,11,2,5,1,17,42
9903360,1,4,1,15,27,80
9903361,8,2,2,13,1,71
9903362,3,4,9,18,17,68
9903363,0,0,3,6,14,38
9903364,8,1,2,6,14,38
9903365,1,1,3,13,33,19
9903366,0,4,4,10,26,50
9903367,6,1,0,9,33,83
9903368,0,1,2,17,1,71
9903369,3,2,2,13,16,74
9903370,1,2,5,14,44,97
9903371,1,0,1,14,12,86
9903372,3,3,6,0,3,5
9903374,12,4,4,1,45,79
9903375,7,4,5,1,12,85
9903376,1,4,9,12,10,40
9903377,8,1,0,13,16,55
9903378,7,2,5,2,5,24
9903379,3,3,6,19,20,9
9903380,8,1,0,2,42,37
9903381,3,1,0,9,13,87
9903382,1,1,2,9,33,19
9903383,6,2,4,13,49,75
9903384,6,1,0,2,37,98
9903385,0,0,3,6,14,54
9903386,0,4,1,12,10,40
9903387,1,3,6,0,3,41
9903388,6,2,5,13,41,42
9903389,4,2,0,2,28,7
9903390,5,1,3,13,33,83
9903391,1,1,2,9,13,53
9903392,5,1,0,4,24,18
9903393,1,2,5,1,44,46
9903394,3,4,9,12,25,80
9903395,1,1,3,6,8,78
9903396,7,2,5,5,9,85
9903397,5,4,1,14,12,39
9903398,13,3,6,19,20,58
9903399,2,4,9,18,32,32
9903400,9,0,1,14,0,40
9903401,15,0,3,6,47,54
9903402,1,4,9,12,23,93
9903403,3,3,8,7,35,81
9903404,1,2,5,5,9,20
9903405,6,0,3,6,30,11
9903406,2,1,2,9,31,2
9903407,9,1,2,17,7,64
9903408,2,1,2,17,31,2
9903409,5,4,9,12,25,10
9903410,8,2,5,13,16,74
9903411,6,0,1,3,10,21
9903412,10,1,2,4,33,19
9903413,1,2,5,5,2,28
9903414,5,4,9,18,9,51
9903415,15,1,0,2,42,37
9903416,11,1,2,17,7,45
9903417,9,4,9,1,23,22
9903418,12,0,3,6,14,16
9903419,12,2,5,5,1,71
9903420,7,2,8,7,35,73
9903421,0,0,1,14,22,77
9903422,9,2,5,17,2,28
9903423,1,4,1,15,45,79
9903424,2,0,1,15,45,4
9903425,1,0,3,14,29,27
9903426,6,1,2,9,13,83
9903427,0,1,2,9,13,30
9903428,2,0,8,7,0,46
9903429,0,1,0,2,37,98
9903430,3,1,3,6,33,83
9903431,8,3,7,16,18,44
9903432,16,2,5,14,44,27
9903433,0,1,2,5,49,36
9903434,7,0,3,6,8,23
9903435,12,1,3,4,49,27
9903436,8,1,2,9,13,87
9903437,7,4,9,18,19,34
9903438,8,0,3,6,30,31
9903439,5,2,5,5,9,85
9903440,6,0,3,6,14,17
9903441,6,1,2,9,13,83
9903442,8,4,1,15,12,89
9903443,7,2,5,5,5,8
9903444,13,1,0,2,37,98
9903445,11,0,1,15,47,12
9903446,0,1,2,9,33,83
9903447,0,0,3,6,30,11
9903448,1,1,2,17,31,2
9903449,3,3,6,11,4,26
9903450,6,2,5,5,44,8
9903451,9,0,3,6,30,78
9903452,2,2,5,5,2,8
9903453,0,2,5,5,28,7
9903454,2,2,5,5,0,46
9903455,0,0,1,14,0,86
9903456,0,0,3,14,29,95
9903457,10,4,7,8,48,61
9903458,0,2,8,5,2,28
9903459,4,1,2,17,7,3
9903460,2,4,7,8,48,61
9903461,0,4,9,12,10,21
9903462,4,4,9,12,27,65
9903463,1,2,5,5,1,20
9903464,2,1,8,4,30,64
9903465,12,1,2,17,7,3
9903466,11,3,8,7,49,91
9903467,1,3,6,0,15,0
9903468,1,4,9,12,17,68
9903469,15,3,0,11,5,24
9903470,8,1,2,5,13,43
9903471,12,0,3,6,29,16
9903472,2,1,0,4,21,3
9903473,2,1,2,9,31,2
9903474,12,1,2,17,33,71
9903475,9,4,9,12,45,22
9903476,3,4,9,18,23,51
9903477,0,3,8,7,32,32
9903478,4,4,9,12,46,93
9903479,9,1,2,17,7,64
9903480,0,2,8,5,2,28
9903481,2,3,7,16,43,48
9903482,1,3,6,11,21,63
9903483,8,4,9,12,25,10
9903484,2,0,3,6,14,17
9903485,7,0,1,14,29,1
9903486,4,3,6,10,11,90
9903487,2,3,8,7,35,81
9903488,6,3,6,11,4,82
9903489,6,3,1,3,38,5
9903490,0,1,2,6,14,38
9903491,2,4,5,1,39,22
9903492,4,0,1,14,0,86
9903493,6,2,5,5,2,43
9903494,1,3,8,7,1,71
9903495,5,1,5,5,28,7
9903496,6,0,1,14,10,1
9903497,2,4,9,12,45,21
9903498,10,2,5,5,2,20
9903499,2,1,2,9,16,87
9903500,3,3,6,10,4,82
9903501,1,1,2,5,2,28
9903502,11,1,2,9,31,18
9903503,11,4,9,18,32,32
9903504,1,1,0,9,13,30
9903505,2,3,4,10,26,50
9903506,2,3,6,19,20,9
9903507,1,4,9,12,46,13
9903508,5,0,7,16,43,59
9903509,2,2,5,5,2,20
9903510,0,1,0,4,8,19
9903511,4,2,8,5,2,28
9903512,6,1,0,2,33,19
9903513,4,2,5,1,39,14
9903514,4,2,4,10,41,92
9903515,8,2,3,13,16,42
9903516,8,4,9,12,46,33
9903517,2,2,5,1,44,67
9903518,0,1,2,13,1,71
9903519,1,0,1,13,49,58
9903520,6,1,0,4,24,37
9903521,1,2,2,13,1,71
9903522,3,4,9,18,6,96
9903523,7,2,5,1,5,24
9903524,9,1,2,17,33,27
9903525,8,3,6,19,20,9
9903527,5,0,8,4,30,91
9903528,1,2,0,5,2,7
9903529,6,3,4,10,5,73
9903530,5,4,4,1,17,34
9903531,6,4,9,18,17,68
9903532,10,1,3,6,8,23
9903533,7,1,2,2,33,83
9903534,4,3,6,4,3,60
9903535,0,2,5,5,2,94
9903536,5,3,6,19,20,56
9903537,7,4,9,12,19,35
9903538,9,1,2,17,7,3
9903539,4,3,7,8,36,88
9903540,0,1,3,6,24,23
9903541,8,2,2,13,1,55
9903542,4,3,8,7,35,3
9903543,0,0,1,3,38,80
9903544,1,2,5,5,44,67
9903545,9,1,2,17,7,3
9903546,3,2,5,5,2,43
9903547,11,2,5,1,9,85
9903548,1,0,3,6,14,95
9903549,12,2,5,5,44,20
9903550,4,1,2,17,7,45
9903551,7,1,3,6,8,23
9903552,2,2,5,5,2,46
9903553,1,2,5,13,33,83
9903554,2,0,3,6,14,38
9904201,1,3,4,10,32,79
9904202,5,0,3,6,47,12
9904203,9,2,5,13,44,1
9904204,13,2,0,11,49,75
9904205,6,2,5,5,1,20
9904206,4,4,9,12,17,33
9904207,3,2,0,11,21,26
9904208,8,0,3,6,47,54
9904209,1,2,5,5,2,20
9904210,2,1,2,17,31,2
9904211,9,0,3,6,30,95
9904212,7,3,6,0,3,41
9904213,13,1,0,4,24,18
9904214,0,2,5,5,28,43
9904215,3,0,1,14,0,1
9904216,2,1,3,6,14,27
9904217,7,0,1,15,47,12
9904219,2,4,9,12,46,93
9904220,9,4,1,1,23,14
9904221,9,1,2,17,7,2
9904222,6,4,4,1,17,34
9904223,7,1,3,4,8,98
9904224,7,2,8,7,1,71
9904225,2,1,8,7,35,28
9904226,7,2,0,5,5,24
9904227,10,3,8,13,40,76
9904228,1,0,8,14,49,1
9904229,4,1,0,11,21,99
9904230,7,1,0,9,13,30
9904231,10,3,6,19,20,5
9904232,9,0,1,15,44,31
9904233,12,2,4,10,41,92
9904234,9,2,8,7,1,71
9904235,3,3,6,10,26,50
9904236,9,2,8,17,7,28
9904237,5,1,0,9,13,87
9904238,5,1,2,9,13,53
9904239,5,2,5,2,2,8
9904240,3,1,0,9,13,99
9904241,6,3,8,4,39,24
9904242,3,4,7,16,18,44
9904243,10,2,0,11,21,63
9904244,5,2,5,13,16,74
9904245,2,3,7,16,18,44
9904246,4,1,0,2,16,29
9904247,1,3,6,19,11,58
9904248,2,2,5,1,23,14
9904249,2,4,9,12,46,93
9904250,1,1,2,9,13,53
9904251,10,1,3,9,8,19
9904252,9,0,8,3,30,91
9904253,3,0,1,14,29,77
9904254,7,4,4,1,45,34
9904255,5,4,4,10,26,70
9904256,3,4,1,3,12,89
9904257,2,0,1,14,0,86
9904258,3,3,6,0,4,62
9904259,2,4,4,1,32,22
9904260,1,1,0,11,21,99
9904261,4,3,8,7,35,81
9904262,9,1,2,9,31,87
9904263,7,1,2,17,31,64
9904264,6,1,0,4,24,37
9904265,0,4,9,18,6,51
9904266,9,2,5,17,49,28
9904267,9,1,2,17,7,28
9904268,3,1,0,2,42,7
9904269,4,1,2,17,33,36
9904270,4,1,0,4,24,18
9904271,0,1,0,4,24,60
9904272,9,1,2,4,7,3
9904273,3,4,9,12,46,68
9904274,8,4,4,10,17,79
9904275,7,4,9,12,46,21
9904276,1,4,9,12,25,21
9904277,5,1,0,2,42,37
9904278,10,1,3,6,33,19
9904279,2,1,2,17,31,2
9904280,5,1,2,9,31,87
9904281,2,0,1,14,29,95
9904282,1,1,2,9,31,2
9904283,0,0,1,14,10,40
9904284,4,0,3,6,30,27
9904285,2,0,1,14,12,77
9904286,2,4,9,12,23,93
9904287,1,2,5,13,41,75
9904288,5,1,2,5,2,43
9904289,7,3,7,16,43,59
9904290,7,1,3,6,14,38
9904291,2,0,3,6,22,72
9904292,2,4,9,12,23,68
9904293,1,1,3,6,14,27
9904294,5,3,8,7,1,56
9904295,2,4,9,1,32,22
9904296,0,2,5,13,1,55
9904297,2,0,3,14,30,95
9904298,2,3,8,7,35,73
9904299,0,3,7,0,32,32
9904301,1,1,2,17,31,18
9904302,2,3,8,7,30,31
9904303,2,4,9,12,46,93
9904304,3,2,5,13,41,42
9904305,4,2,5,5,28,89
9904306,13,2,5,13,16,74
9904308,3,2,5,13,16,42
9904309,16,3,1,3,38,49
9904310,2,0,3,6,14,27
9904311,0,3,8,7,35,81
9904312,2,3,6,19,4,5
9904313,0,0,1,15,47,12
9904314,7,2,8,7,1,73
9904315,4,1,2,9,31,18
9904316,2,2,8,17,1,71
9904317,8,0,1,14,12,77
9904318,9,0,3,6,14,78
9904319,3,2,5,5,2,20
9904320,6,2,5,5,33,83
9904321,0,2,8,7,1,71
9904322,5,4,5,1,17,14
9904323,0,4,4,1,17,34
9904324,0,2,5,5,2,43
9904325,0,4,9,18,19,96
9904326,6,1,0,5,1,55
9904327,14,1,0,4,24,64
9904328,2,1,0,2,42,99
9904329,0,0,3,6,47,12
9904330,10,3,6,0,3,41
9904331,2,2,5,13,44,67
9904332,8,4,9,12,19,35
9904333,4,1,0,4,37,36
9904334,12,2,5,5,9,85
9904335,12,0,3,6,29,16
9904336,2,1,2,17,14,38
9904338,2,2,5,14,0,46
9904339,7,0,1,14,47,39
9904340,2,3,6,10,11,90
9904343,3,4,9,18,6,47
9904344,8,3,8,16,43,48
9904345,4,2,0,2,33,8
9904346,7,0,3,6,8,54
9904348,1,1,2,5,2,43
9904349,2,2,5,5,44,85
9904350,0,3,6,0,32,90
9904351,1,2,5,13,41,92
9904352,9,2,5,17,44,67
9904353,11,1,3,6,14,38
9904354,12,2,5,14,0,1
9904355,9,4,9,12,46,93
9904356,15,1,3,6,14,27
9904357,4,1,2,9,31,19
9904358,7,3,7,8,48,61
9904359,7,2,8,7,1,73
9904360,0,0,1,14,0,86
9904361,5,3,8,7,35,60
9904362,10,3,8,7,35,73
9904363,0,4,1,15,10,80
9904364,3,1,0,9,42,37
9904365,3,0,8,17,0,28
9904366,2,0,3,17,14,27
9904367,1,1,2,17,33,45
9904368,5,3,6,19,20,9
9904369,2,4,4,10,27,65
9904370,0,1,2,17,7,3
9904371,4,3,8,3,38,49
9904372,4,3,8,7,35,91
9904373,3,4,4,12,27,65
9904374,0,3,8,7,5,73
9904375,6,2,5,13,16,74
9904376,6,3,8,7,35,56
9904377,4,1,3,2,8,19
9904378,1,1,2,17,31,2
9904379,0,1,2,9,31,2
9904380,9,1,2,4,31,64
9904381,1,3,6,19,20,9
9904382,2,1,0,2,42,37
9904383,9,4,9,18,32,96
9904384,2,4,9,12,17,68
9904385,3,4,4,1,17,34
9904386,7,1,0,9,42,37
9904387,3,3,4,15,40,15
9904388,1,1,2,9,24,18
9904389,13,3,0,11,21,60
9904390,4,1,2,17,33,2
9904391,0,1,0,4,24,91
9904392,4,4,1,14,12,39
9904393,1,1,2,9,31,2
9904394,9,4,9,12,46,13
9904395,2,1,2,17,31,2
9904396,1,3,6,19,20,9
9904397,12,1,2,4,1,58
9904398,0,1,2,9,42,64
9904399,2,1,2,4,24,64
9904400,5,1,0,2,34,66
9904401,3,0,3,6,47,12
9904402,5,2,5,13,1,75
9904403,0,0,1,15,47,4
9904404,5,1,2,2,16,29
9904405,6,4,1,3,45,80
9904406,2,1,8,4,30,91
9904407,10,3,6,15,41,5
9904408,0,2,5,5,2,43
9904409,4,1,2,17,31,45
9904410,4,3,8,7,35,3
9904411,4,4,9,1,17,68
9904412,1,1,2,17,2,43
9904413,0,4,9,12,27,33
9904415,9,2,8,7,49,71
9904416,10,1,2,9,33,83
9904417,1,2,5,1,39,94
9904418,5,3,0,11,21,98
9904419,6,2,4,1,9,15
9904420,5,2,5,13,39,94
9904421,0,2,5,13,33,75
9904422,1,4,9,18,32,32
9904424,5,3,6,0,15,84
9904425,9,1,2,9,31,53
9904426,4,2,5,13,41,42
9904427,0,4,9,12,45,35
9904428,4,1,0,9,13,30
9904429,1,3,8,7,35,81
9904430,3,1,3,6,8,78
9904431,10,2,5,2,5,24
9904432,9,1,2,17,7,28
9904433,9,1,2,17,7,3
9904434,0,0,1,15,12,77
9904435,3,0,3,6,8,54
9904437,2,1,0,4,20,9
9904438,4,0,3,6,14,27
9904439,7,4,4,10,27,65
9904440,3,4,9,18,19,47
9904441,5,1,2,9,13,53
9904442,7,0,1,15,22,72
9904443,2,3,8,7,35,81
9904444,1,0,1,14,0,86
9904445,1,4,1,3,38,80
9904446,9,4,4,1,39,34
9904447,11,3,8,7,35,81
9904448,1,0,1,15,22,17
9904449,0,1,2,4,24,64
9904450,1,4,1,12,10,21
9904451,2,1,3,4,30,38
9904452,7,4,1,15,40,76
9904453,15,0,3,2,37,98
9904454,0,0,3,6,29,16
9904455,13,2,5,5,41,85
9904456,0,3,6,19,20,26
9904457,9,2,5,5,39,94
9904458,1,1,2,17,2,2
9904459,7,4,9,18,25,13
9904460,0,3,0,11,21,63
9904461,7,0,3,6,14,38
9904462,3,0,1,3,30,11
9904463,2,4,9,12,25,10
9904464,5,1,0,9,13,30
9904465,2,1,2,17,2,3
9904466,8,1,0,2,42,29
9904467,14,3,6,11,21,63
9904468,10,0,3,6,28,16
9904469,1,3,6,19,3,41
9904470,0,0,1,14,29,16
9904471,0,0,3,6,49,91
9904472,3,2,5,5,5,24
9904473,2,2,8,7,35,46
9904474,2,4,4,10,19,70
9904475,0,1,0,2,13,30
9904476,7,4,9,12,46,93
9904477,6,4,9,18,17,47
9904478,10,2,5,1,9,20
9904479,0,1,0,11,21,99
9904480,0,1,2,13,1,55
9904481,1,1,8,7,35,28
9904482,14,1,2,17,7,3
9904483,1,2,5,5,2,20
9904484,0,4,9,12,25,21
9904485,9,1,2,17,7,3
9904486,6,2,8,7,9,15
9904487,7,3,0,11,21,60
9904488,1,2,5,13,5,24
9904489,2,0,1,3,38,1
9904490,0,2,5,13,1,71
9904491,1,1,2,4,24,18
9904492,5,3,6,11,4,26
9904493,0,3,8,7,32,32
9904494,7,1,2,13,16,74
9904495,9,1,2,17,7,28
9904496,6,2,5,1,39,94
9904497,1,1,0,2,13,55
9904498,7,1,8,4,24,64
9904499,1,2,5,17,2,28
9904500,8,4,4,18,9,15
9904501,5,2,5,5,2,46
9904502,4,1,0,11,21,60
9904503,8,4,4,12,27,65
9904504,9,0,1,14,0,86
9904505,5,1,2,13,16,42
9904506,6,3,7,16,43,48
9904507,8,2,5,13,16,42
9904508,14,1,3,6,14,23
9904509,10,2,0,11,5,8
9904510,9,4,9,1,0,46
9904511,7,2,5,7,1,46
9905201,0,2,5,1,9,85
9905202,2,4,9,12,25,13
9905203,0,0,1,15,22,1
9905204,9,3,8,7,35,81
9905205,3,3,8,0,15,62
9905206,2,1,0,4,24,37
9905207,3,3,6,11,1,55
9905208,4,2,5,13,44,42
9905209,0,1,0,2,37,98
9905210,13,3,7,16,43,59
9905211,6,1,2,13,16,42
9905212,1,2,8,17,7,3
9905213,3,2,5,1,17,67
9905214,5,1,0,9,24,64
9905215,1,1,2,17,31,45
9905216,1,1,3,6,14,38
9905217,4,3,8,7,35,91
9905218,5,3,6,10,4,26
9905219,9,3,6,0,11,82
9905220,2,1,2,17,31,38
9905221,9,2,8,17,7,3
9905222,2,2,5,5,2,43
9905223,0,0,1,3,0,86
9905224,17,2,5,5,44,89
9905225,3,3,0,11,1,55
9905226,5,1,0,4,24,99
9905227,9,0,3,6,29,54
9905228,8,3,7,16,18,44
9905229,2,3,8,7,35,81
9905230,5,3,8,7,32,32
9905231,11,3,8,7,35,73
9905232,0,4,4,10,11,70
9905233,6,3,6,0,4,82
9905234,7,1,0,9,13,30
9905235,3,1,0,2,1,55
9905236,7,0,3,6,30,11
9905237,8,3,4,10,5,89
9905238,5,1,2,9,13,87
9905239,4,1,3,6,14,19
9905240,2,3,8,3,38,49
9905241,7,4,4,3,38,80
9905242,4,2,5,1,39,14
9905243,17,4,4,18,19,6
9905244,9,0,3,17,7,27
9905245,4,2,5,5,49,8
9905246,2,3,6,11,21,63
9905247,5,1,2,17,7,3
9905248,9,4,4,15,41,92
9905249,3,4,4,10,27,65
9905250,7,1,2,9,13,87
9905251,7,4,9,1,23,14
9905252,1,1,2,17,31,2
9905253,11,0,8,4,30,91
9905254,2,4,4,10,11,70
9905255,13,0,1,14,0,97
9905256,4,2,5,1,44,67
9905257,2,3,6,0,4,82
9905258,7,1,0,19,20,9
9905259,7,4,9,1,9,51
9905260,7,4,8,7,32,32
9905261,7,2,5,19,20,58
9905262,7,2,5,5,49,58
9905263,6,4,4,10,26,50
9905264,0,4,9,12,46,93
9905265,1,4,9,1,17,68
9905266,1,2,5,13,44,67
9905267,0,3,6,19,11,90
9905268,11,0,1,14,29,1
9905269,4,2,5,13,5,24
9905270,13,4,4,1,17,34
9905271,3,4,4,1,9,39
9905272,11,2,5,1,39,94
9905273,3,1,0,2,8,37
9905274,11,2,5,13,44,67
9905275,2,1,2,9,31,2
9905276,8,4,4,15,17,79
9905277,0,2,5,5,9,20
9905278,1,0,8,7,49,91
9905279,4,1,2,2,24,18
9905280,6,2,5,13,40,76
9905281,9,1,2,9,31,87
9905282,7,3,8,7,40,76
9905283,8,0,1,14,29,97
9905284,0,2,5,5,1,20
9905285,8,3,7,0,15,48
9905286,9,3,8,7,35,81
9905287,6,3,7,16,18,44
9905288,5,2,0,5,2,30
9905289,4,1,0,2,42,29
9905290,2,0,3,13,47,12
9905291,8,0,3,6,14,95
9905292,1,1,2,17,31,2
9905293,9,1,2,17,33,45
9905294,6,0,8,3,49,1
9905295,9,1,2,17,31,2
9905296,0,0,1,14,10,40
9905297,8,3,7,8,48,61
9905298,3,4,4,1,11,79
9905299,6,3,7,8,48,61
9905300,0,2,0,11,21,99
9905301,2,2,5,17,44,67
9905302,4,1,2,9,42,37
9905303,7,4,9,12,45,93
9905304,0,0,1,3,38,49
9905305,7,2,0,5,2,30
9905306,4,0,1,15,22,72
9905307,9,3,7,16,18,44
9905308,5,3,6,19,20,9
9905309,7,1,2,9,33,83
9905310,8,0,3,6,14,54
9905311,9,4,9,18,6,10
9905312,0,1,3,6,14,38
9905313,0,4,9,12,46,93
9905314,6,4,4,18,19,34
9905315,12,0,1,14,12,40
9905316,2,1,0,2,42,29
9905317,7,1,2,9,31,2
9905318,13,1,0,4,24,23
9905319,5,3,6,19,4,5
9905320,2,0,8,7,49,31
9905321,5,3,8,7,35,73
9905323,8,2,5,13,9,89
9905324,7,3,7,16,43,59
9905325,7,4,9,18,6,47
9905326,7,0,3,6,29,54
9905327,2,1,0,4,24,36
9905328,3,2,3,13,41,42
9905329,6,1,2,9,42,18
9905330,1,4,9,12,46,35
9905331,3,1,0,2,42,98
9905332,6,1,0,9,24,18
9905333,11,4,8,7,32,46
9905334,7,4,1,15,17,42
9905335,3,0,3,13,22,17
9905336,6,2,5,17,7,71
9905337,4,2,5,1,23,14
9905338,0,1,3,6,14,18
9905339,8,1,3,6,28,78
9905340,2,0,3,6,14,27
9905341,3,4,9,18,17,68
9905342,6,4,4,18,19,34
9905343,6,1,0,9,13,30
9905344,8,3,6,19,20,9
9905345,10,2,5,5,2,71
9905346,9,1,2,4,43,59
9905347,3,1,2,17,14,38
9905348,8,4,9,12,6,51
9905349,9,1,2,17,44,27
9905350,7,1,3,6,14,38
9905351,0,1,0,8,48,61
9905352,5,1,0,9,13,87
9905353,3,4,9,12,46,13
9905354,3,1,8,4,24,62
9905355,0,4,9,18,6,96
9905356,11,4,9,1,45,22
9905357,2,3,6,0,15,82
9905358,4,3,8,7,35,91
9905359,0,1,0,4,37,98
9905360,6,2,5,13,33,83
9905361,7,1,0,2,13,30
9905362,4,1,0,2,42,37
9905363,0,0,3,6,14,17
9905364,12,2,1,14,0,46
9905365,8,3,4,10,11,79
9905366,0,0,3,6,14,17
9905367,13,4,9,18,19,96
9905368,7,0,3,6,8,54
9905369,1,3,6,0,3,41
9905370,4,0,8,13,41,75
9905372,6,1,2,9,39,94
9905373,3,3,6,19,20,9
9905374,4,0,5,14,28,97
9905375,10,4,9,1,17,22
9905376,6,1,2,9,31,18
9905377,9,1,2,9,13,53
9905378,5,2,5,13,16,74
9905379,3,1,0,2,37,98
9905380,15,0,3,6,8,23
9905381,2,1,3,17,14,38
9905383,5,4,4,18,19,34
9905384,5,3,6,13,4,26
9905385,8,3,6,19,41,26
9905386,8,1,0,9,13,87
9905387,10,4,7,8,48,57
9905388,2,4,8,7,32,22
9905389,9,1,3,6,14,83
9905390,1,1,2,4,31,18
9905391,8,1,2,9,13,87
9905392,6,4,7,16,18,44
9905393,0,4,9,12,10,33
9905394,13,1,0,4,24,64
9905395,9,1,2,17,7,3
9905396,12,1,2,9,1,71
9905397,0,1,2,9,14,38
9905398,7,1,2,9,13,30
9905399,9,2,5,5,37,46
9905400,6,4,1,12,27,80
9905401,4,3,8,7,35,49
9905402,13,1,0,11,34,84
9905403,1,1,2,9,24,18
9905404,0,2,5,5,2,43
9905405,2,1,2,17,2,8
9905406,16,2,5,13,33,42
9905407,3,4,9,1,23,14
9905408,9,2,2,17,44,2
9905409,6,3,6,10,4,50
9905410,6,1,2,9,13,87
9905411,8,2,2,5,2,8
9905412,0,0,3,13,22,17
9905413,1,3,8,3,38,49
9905414,7,1,3,6,8,83
9905415,9,0,3,14,28,95
9905416,2,2,5,5,9,85
9905417,9,2,2,17,44,27
9905418,5,1,0,2,34,69
9905419,13,3,8,0,15,84
9905420,7,4,9,12,25,33
9905421,0,1,2,9,31,18
9905422,1,2,0,13,33,26
9905423,9,2,2,17,7,71
9905424,8,2,5,1,17,14
9905425,0,0,3,14,29,31
9905426,2,3,8,0,35,5
9905427,9,1,2,9,31,87
9905428,3,3,6,11,21,63
9905429,12,1,2,17,44,2
9905430,14,0,3,6,14,95
9905431,0,0,1,15,47,12
9905432,2,0,8,3,30,31
9905433,0,0,1,15,10,40
9905434,6,2,4,10,41,92
9905435,8,4,4,1,17,22
9905436,1,4,9,12,46,13
9905437,0,3,6,0,3,41
9905438,7,0,1,15,22,17
9905439,4,1,0,2,42,37
9905440,2,2,5,2,42,8
9905441,4,0,1,16,43,59
9905442,3,1,2,9,13,87
9905443,1,0,3,6,28,95
9905444,8,1,0,2,21,55
9905445,2,3,8,4,30,11
9905446,1,1,2,9,31,18
9905447,5,2,4,1,11,22
9905448,11,1,2,9,31,2
9905449,5,3,7,0,15,84
9905450,4,1,2,4,24,28
9905451,1,4,4,18,19,35
9905452,3,1,2,9,31,18
9905453,3,2,3,2,16,74
9905454,14,1,2,4,24,3
9905455,10,1,2,17,31,2
9905457,7,4,9,12,25,21
9905458,2,3,8,3,30,31
9905460,14,1,2,13,33,19
9905461,2,0,3,6,47,78
9905462,1,0,1,15,47,1
9905463,0,0,3,6,28,54
9905464,0,1,3,6,14,38
9905465,11,1,0,2,33,19
9905466,1,3,6,11,21,26
9905467,4,4,9,12,46,68
9905468,3,0,1,15,10,40
9905469,3,3,6,10,26,50
9905470,2,0,3,14,49,36
9905471,4,1,2,17,33,2
9905472,3,2,5,5,2,20
9905473,4,1,3,2,39,94
9905474,9,4,9,1,23,51
9905475,2,1,0,9,13,30
9905476,9,3,6,11,11,26
9905477,13,1,2,9,13,53
9905478,0,3,8,7,32,32
9905479,7,1,2,17,7,71
9905480,8,3,6,19,4,5
9905481,1,4,9,18,23,51
9905482,4,0,3,6,29,77
9905483,2,3,7,16,18,44
9905484,5,4,9,12,27,80
9905485,8,0,3,6,47,12
9905486,12,0,1,14,29,97
9905487,9,2,5,14,44,67
9905488,0,1,2,9,13,87
9905489,6,0,3,6,49,75
9905490,6,2,5,13,1,55
9905491,12,4,4,10,47,80
9905492,6,2,5,5,1,58
9905493,8,4,9,18,6,47
9905494,9,2,5,5,0,46
9905495,8,4,9,12,46,93
9905496,5,3,4,7,5,73
9905497,6,1,2,2,7,64
9905498,3,3,6,19,3,82
9905499,0,3,8,7,32,46
9905500,9,1,2,17,2,36
9905501,7,2,5,14,44,89
9905502,4,4,9,18,17,34
9905503,8,1,0,11,21,99
9905504,0,4,9,12,46,93
9905505,6,3,6,11,11,63
9905506,2,3,8,7,35,81
9905507,5,2,0,5,1,30
9905508,5,1,0,11,21,30
9905509,2,2,5,5,2,43
9905510,1,2,5,5,9,46
9905511,6,2,0,2,37,98
9905512,6,1,2,9,13,53
9905513,6,2,4,13,41,75
9905514,6,0,5,13,22,77
9905515,5,2,0,5,1,30
9905516,6,0,1,15,38,72
9905517,6,4,4,10,32,15
9905518,5,2,4,18,9,6
9905519,5,0,3,6,14,95
9905520,0,3,8,7,35,73
9905521,11,1,2,9,13,43
9905522,7,4,4,18,19,96
9905523,11,0,3,6,14,16
9905524,6,1,0,2,49,12
9905525,15,1,0,2,42,37
9905526,12,2,4,1,11,94
9905527,7,2,4,1,5,24
9905528,0,0,3,15,22,17
9905529,0,0,1,3,38,49
9905530,6,2,5,14,28,97
9905531,6,3,6,19,4,26
9905532,9,3,4,10,26,50
9905533,5,3,6,19,20,9
9905534,5,3,6,19,20,90
9905535,6,4,9,12,46,33
9905536,2,3,6,10,4,50
9905537,5,3,6,11,4,63
9905538,13,1,3,6,14,54
9905539,7,1,0,2,13,30
9905540,4,2,5,5,49,36
9905541,0,3,6,0,15,0
9905542,1,0,8,3,38,49
9905543,7,4,1,15,10,40
9905544,6,1,2,9,13,53
9905545,8,3,4,10,26,50
9905546,8,3,6,19,4,5
9905547,3,3,6,11,21,63
9905548,8,3,6,0,4,82
9905549,12,4,5,1,23,14
9905550,10,0,3,6,29,16
9905551,8,1,2,5,2,43
9905552,16,2,5,1,9,6
9905553,10,3,7,18,32,15
9905554,5,1,0,9,13,30
9905555,8,2,0,5,37,36
9905556,0,1,0,2,42,29
9905557,5,1,0,11,21,99
9905558,1,2,6,13,1,55
9905559,6,0,1,14,10,40
