205247	205071  agreement
9911459	9507377	disagreement
9911459	9507378	disagreement
9911459	9507379	disagreement
9911459	9508288	disagreement
9911459	9509351	disagreement
9911459	9509389	disagreement
9911459	9510238	Neutral
9911459	9510303	agreement
9911459	9510309	agreement
9911459	9601243	agreement
9911459	9609434	neutral
9911459	9610481	Agreement
9911459	9611369	disagreement
9911459	9709388	agreement
9911459	9709510	disagreement
9911459	9711476	neutral
9911459	9801271	disagreement
9911459	9803320	agreement
9911459	9804283	agreement
9911459	9806294	agreement
9911459	9806387	agreement
9911459	9807325	agreement
9911459	9807353	disagreement
9911459	9808251	agreement
9911459	9808269	agreement
9911459	9808272	disagreement
9911459	9808293	agreement
9911459	9809415	disagreement
9911459	9809596	agreement
9911459	9810291	disagreement
9911459	9810360	disagreement
9911459	9810419	agreement
9911459	9810479	disagreement
9911459	9811379	agreement
9911459	9812282	disagreement
9911459	9812314	disagreement
9911459	9812426	agreement
9911459	9812475	neutral
9911459	9901228	disagreement
9911459	9901245	disagreement
9911459	9901320	disagreement
9911459	9902283	agreement
9911459	9902293	agreement
9911459	9902469	agreement
9911459	9903203	agreement
9911459	9904219	agreement
9911459	9904279	agreement
9911459	9904395	disagreement
9911459	9905381	agreement
9911459	9905481	disagreement
9911459	9905536	disagreement
9911459	9906281	neutral
9911459	9906362	agreement
9911459	9906446	disagreement
9911459	9906470	agreement
9911459	9907532	disagreement
9911459	9909265	disagreement
9911459	9909497	neutral
9911459	9910420	neutral
9911459	9910522	agreement
9911459	9911275	disagreement
9911459	9911370	disagreement
9212	1002	disagreement
9212	2287	agreement
9212	3180	disagreement
9212	3198	disagreement
9212	3246	disagreement
9212	8237	agreement
9212	9303202	agreement
9212	9307201	disagreement
9212	9502401	disagreement
9212	9508343	agreement
9212	9602211	disagreement
9212	9605387	agreement
9212	9607400	disagreement
9212	9609331	agreement
9212	9704410	agreement
9212	9707409	disagreement
9212	9708456	disagreement
9212	9803297	disagreement
9212	9805373	agreement
9212	9807275	disagreement
9212	9807423	agreement
9212	9808299	disagreement
9212	9810457	disagreement
9212	9811202	agreement
9212	9812397	Neutral
9212	9812472	disagreement
9212	9901389	agreement
9212	9902371	agreement
9212	9903402	agreement
9212	9905215	disagreement
9212	9906206	disagreement
9212	9907422	agreement
9212	9907496	disagreement
9212	9908326	neutral
9212	9909333	disagreement
9212	9909485	agreement
9212	9910465	disagreement
9212	9912223	agreement
9212	9912236	disagreement
9212	9912253	agreement
9805470	9411377	disagreement
9805470	9502298	neutral
9805470	9505405	disagreement
9805470	9506256	disagreement
9805470	9509248	agreement
9805470	9511388	disagreement
9805470	9512369	disagreement
9805470	9606230	disagreement
9805470	9607259	agreement
9805470	9607319	agreement
9805470	9702276	disagreement
9805470	9703220	agreement
9805470	9708227	disagreement
9805470	9711308	agreement
9708416	9303215	disagreement
9708416	9307342	disagreement
9708416	9408313	disagreement
9708416	9409458	disagreement
9708416	9603227	disagreement
9708416	9608280	disagreement
9708416	9610272	agreement
109125	1172	agreement
109125	5159	neutral
109125	8069	disagreement
109125	8103	disagreement
109125	8276	disagreement
109125	9350	disagreement
109125	10086	disagreement
109125	12087	disagreement
109125	12145	disagreement
109125	12333	agreement
109125	102315	disagreement
109125	103065	disagreement
109125	103256	agreement
109125	103320	disagreement
109125	104146	disagreement
109125	105005	disagreement
109125	105025	disagreement
109125	106207	disagreement
109125	106245	agreement
109125	106247	agreement
109125	106258	neutral
109125	106264	disagreement
109125	107007	disagreement
109125	107046	disagreement
109125	107182	disagreement
109125	108275	disagreement
109125	9303230	disagreement
109125	9311293	agreement
109125	9408384	disagreement
109125	9408406	disagreement
109125	9501334	disagreement
109125	9503383	disagreement
109125	9504373	disagreement
109125	9507378	disagreement
109125	9507379	disagreement
109125	9510309	disagreement
109125	9511326	disagreement
109125	9603431	disagreement
109125	9605296	Agreement
109125	9605319	agreement
109125	9607310	agreement
109125	9610485	neutral
109125	9702292	agreement
109125	9704205	disagreement
109125	9708446	agreement
109125	9708456	Agreement
109125	9711348	disagreement
109125	9801271	disagreement
109125	9804283	disagreement
109125	9805367	disagreement
109125	9808410	disagreement
109125	9810291	disagreement
109125	9810442	disagreement
109125	9810479	agreement
109125	9904219	disagreement
109125	9904310	disagreement
109125	9906446	disagreement
109125	9909265	disagreement
109125	9911293	agreement
109125	9911323	agreement
109125	9911370	neutral
109125	9911459	disagreement
109125	9912317	disagreement
3180	1002	disagreement
3180	1093	disagreement
3180	1301	neutral
3180	2287	Neutral
3180	3091	disagreement
3180	3122	disagreement
3180	9205247	disagreement
3180	9301273	disagreement
3180	9303309	disagreement
3180	9306309	disagreement
3180	9307201	agreement
3180	9309202	disagreement
3180	9311269	disagreement
3180	9311366	agreement
3180	9402253	agreement
3180	9404330	neutral
3180	9407389	disagreement
3180	9501339	agreement
3180	9502283	disagreement
3180	9502401	disagreement
3180	9504316	agreement
3180	9507282	disagreement
3180	9508343	agreement
3180	9510271	agreement
3180	9511292	disagreement
3180	9511402	neutral
3180	9602211	agreement
3180	9603328	neutral
3180	9604320	agreement
3180	9604412	disagreement
3180	9604440	disagreement
3180	9606211	neutral
3180	9607383	disagreement
3180	9607394	disagreement
3180	9608251	neutral
3180	9609331	disagreement
3180	9609395	disagreement
3180	9609511	disagreement
3180	9612364	neutral
3180	9702393	neutral
3180	9702409	disagreement
3180	9703212	disagreement
3180	9704410	disagreement
3180	9707409	disagreement
3180	9707433	disagreement
3180	9707458	disagreement
3180	9708393	Agreement
3180	9708456	disagreement
3180	9710368	disagreement
3180	9710401	disagreement
3180	9803277	agreement
3180	9803297	disagreement
3180	9804255	disagreement
3180	9804355	agreement
3180	9805275	disagreement
3180	9805373	disagreement
3180	9806471	disagreement
3180	9806519	disagreement
3180	9807501	disagreement
3180	9808275	disagreement
3180	9808287	disagreement
3180	9808299	agreement
3180	9808312	agreement
3180	9808377	disagreement
3180	9809517	disagreement
3180	9810457	disagreement
3180	9811202	disagreement
3180	9811289	disagreement
3180	9811308	disagreement
3180	9811369	disagreement
3180	9811505	agreement
3180	9812387	disagreement
3180	9812535	disagreement
3180	9901389	disagreement
3180	9902308	disagreement
3180	9902371	agreement
3180	9902434	disagreement
3180	9903276	agreement
3180	9903402	disagreement
3180	9904348	disagreement
3180	9904491	disagreement
3180	9905215	disagreement
3180	9906206	disagreement
3180	9906218	agreement
3180	9907206	disagreement
3180	9907422	Disagreement
3180	9907446	agreement
3180	9908236	neutral
3180	9908326	disagreement
3180	9908516	disagreement
3180	9909315	disagreement
3180	9909418	agreement
3180	9909485	disagreement
3180	9910465	disagreement
3180	9910553	disagreement
3180	9910557	disagreement
3180	9911385	disagreement
3180	9912223	disagreement
3180	9912236	agreement
3180	9912253	disagreement
3180	9912516	disagreement
9708227	9302304	disagreement
9708227	9308336	disagreement
9708227	9410304	disagreement
9708227	9502298	agreement
9708227	9502335	disagreement
9708227	9503463	disagreement
9708227	9505251	disagreement
9708227	9505405	agreement
9708227	9506255	agreement
9708227	9506256	disagreement
9708227	9507263	disagreement
9708227	9507386	disagreement
9708227	9508359	disagreement
9708227	9511270	disagreement
9708227	9511388	disagreement
9708227	9512369	disagreement
9708227	9512396	disagreement
9708227	9601310	disagreement
9708227	9603330	disagreement
9708227	9603408	neutral
9708227	9605267	neutral
9708227	9607319	disagreement
9708227	9608225	disagreement
9708227	9610233	disagreement
9708227	9612233	disagreement
9708227	9703220	agreement
9708227	9706518	disagreement
104146	2141	neutral
104146	2208	agreement
104146	5159	disagreement
104146	7328	agreement
104146	9196	agreement
104146	10348	agreement
104146	12040	agreement
104146	12333	disagreement
104146	102122	agreement
104146	102145	agreement
104146	102146	disagreement
104146	102147	disagreement
104146	102157	agreement
104146	102204	disagreement
104146	102315	neutral
104146	102324	disagreement
104146	102331	agreement
104146	102344	disagreement
104146	103048	Disagreement
104146	103065	disagreement
104146	103218	disagreement
104146	103256	agreement
104146	103280	disagreement
104146	9306242	agreement
104146	9308336	disagreement
104146	9310311	disagreement
104146	9406417	disagreement
104146	9408229	agreement
104146	9408406	disagreement
104146	9409285	disagreement
104146	9501334	disagreement
104146	9501407	disagreement
104146	9504373	agreement
104146	9507379	disagreement
104146	9507386	disagreement
104146	9508288	disagreement
104146	9510286	disagreement
104146	9510303	agreement
104146	9510309	The papers agree.
104146	9510441	disagreement
104146	9512396	disagreement
104146	9512398	disagreement
104146	9604330	disagreement
104146	9605296	disagreement
104146	9608231	Neutral
104146	9704272	disagreement
104146	9710245	Neutral
104146	9711348	agreement
104146	9801218	disagreement
104146	9804294	agreement
104146	9805367	agreement
104146	9808255	disagreement
104146	9808328	disagreement
104146	9808431	disagreement
104146	9808447	agreement
104146	9810291	disagreement
104146	9810479	Agreement
104146	9904219	agreement
104146	9906446	disagreement
104146	9909265	agreement
104146	9911370	agreement
104146	9911459	agreement
104146	9912317	agreement
7226	1002	disagreement
7226	1166	agreement
7226	1335	disagreement
7226	2172	disagreement
7226	4091	disagreement
7226	7178	agreement
7226	9211309	disagreement
7226	9403290	agreement
7226	9407389	disagreement
7226	9504316	disagreement
7226	9508343	disagreement
7226	9609331	neutral
7226	9710204	agreement
7226	9803315	disagreement
7226	9803466	disagreement
7226	9805217	agreement
7226	9806292	agreement
7226	9807344	disagreement
7226	9807415	disagreement
7226	9807503	disagreement
7226	9809217	disagreement
7226	9809582	disagreement
7226	9810280	disagreement
7226	9810410	disagreement
7226	9811291	agreement
7226	9811337	agreement
7226	9811350	disagreement
7226	9811356	agreement
7226	9812489	agreement
7226	9902323	disagreement
7226	9902467	agreement
7226	9903294	agreement
7226	9903298	agreement
7226	9903400	agreement
7226	9903422	disagreement
7226	9903451	disagreement
7226	9903479	neutral
7226	9904220	disagreement
7226	9904267	disagreement
7226	9904444	disagreement
7226	9904504	agreement
7226	9905311	agreement
7226	9905415	agreement
7226	9905474	disagreement
7226	9906234	disagreement
7226	9906266	disagreement
7226	9907355	disagreement
7226	9907362	disagreement
7226	9910456	agreement
7226	9911252	disagreement
7226	9912236	disagreement
7226	9912287	agreement
103256	8276	agreement
103256	102098	disagreement
103256	102145	agreement
103256	102146	Agreement
103256	102147	disagreement
103256	102157	disagreement
103256	102193	disagreement
103256	102204	agreement
103256	102255	agreement
103256	102315	agreement
103256	102331	disagreement
103256	102344	disagreement
103256	103012	agreement
103256	103028	disagreement
103256	103048	agreement
103256	103064	disagreement
103256	103065	disagreement
103256	103067	agreement
103256	103182	agreement
103256	103183	disagreement
103256	103218	disagreement
103256	103224	agreement
103256	9303230	disagreement
103256	9403338	disagreement
103256	9505402	disagreement
103256	9510309	agreement
103256	9605296	agreement
103256	9609434	agreement
103256	9801271	agreement
103256	9804283	disagreement
103256	9806387	disagreement
103256	9810291	disagreement
103256	9902283	disagreement
103256	9909265	agreement
103256	9911459	agreement
106334	1002	neutral
106334	1086	disagreement
106334	2213	agreement
106334	3154	agreement
106334	3246	agreement
106334	4043	disagreement
106334	5027	disagreement
106334	7078	agreement
106334	9065	disagreement
106334	9337	disagreement
106334	10003	disagreement
106334	102098	agreement
106334	102163	agreement
106334	102308	disagreement
106334	102331	agreement
106334	103199	disagreement
106334	104034	agreement
106334	104145	disagreement
106334	105312	disagreement
106334	106189	agreement
106334	9207234	disagreement
106334	9301267	disagreement
106334	9302318	disagreement
106334	9303202	neutral
106334	9303291	agreement
106334	9304295	agreement
106334	9306309	agreement
106334	9312272	disagreement
106334	9504316	disagreement
106334	9506380	agreement
106334	9507386	disagreement
106334	9508321	agreement
106334	9508343	disagreement
106334	9606211	agreement
106334	9704361	agreement
106334	9704403	agreement
106334	9704457	agreement
106334	9712257	agreement
106334	9712305	disagreement
106334	9810360	agreement
106334	9903340	agreement
106334	9905481	agreement
106334	9908309	disagreement
106334	9912236	agreement
106334	9912482	disagreement
108111	1188	disagreement
108111	1271	agreement
108111	1276	neutral
108111	2193	disagreement
108111	3118	disagreement
108111	3258	agreement
108111	5189	agreement
108111	5297	disagreement
108111	6146	agreement
108111	7095	agreement
108111	7101	disagreement
108111	7196	disagreement
108111	7208	agreement
108111	8124	agreement
108111	11026	agreement
108111	11394	disagreement
108111	101098	agreement
108111	101127	disagreement
108111	101194	agreement
108111	101264	agreement
108111	102017	disagreement
108111	102047	disagreement
108111	102213	agreement
108111	103063	disagreement
108111	103088	agreement
108111	103157	disagreement
108111	103221	agreement
108111	103263	disagreement
108111	104267	agreement
108111	104304	disagreement
108111	105011	agreement
108111	105123	disagreement
108111	105267	agreement
108111	106025	neutral
108111	106034	disagreement
108111	106130	disagreement
108111	107062	agreement
108111	107127	agreement
108111	9206236	disagreement
108111	9209261	agreement
108111	9302217	disagreement
108111	9311316	agreement
108111	9401206	agreement
108111	9408346	agreement
108111	9411253	disagreement
108111	9501318	agreement
108111	9501357	agreement
108111	9501384	agreement
108111	9502363	agreement
108111	9502366	agreement
108111	9503463	disagreement
108111	9505251	disagreement
108111	9505405	disagreement
108111	9506356	disagreement
108111	9507319	agreement
108111	9509374	disagreement
108111	9511388	disagreement
108111	9511397	agreement
108111	9512338	disagreement
108111	9601237	agreement
108111	9601310	disagreement
108111	9602429	agreement
108111	9610269	agreement
108111	9610360	disagreement
108111	9701422	disagreement
108111	9704212	agreement
108111	9707291	disagreement
108111	9707347	agreement
108111	9708227	disagreement
108111	9710214	agreement
108111	9711395	agreement
108111	9711396	disagreement
108111	9805389	disagreement
108111	9805442	disagreement
108111	9806303	agreement
108111	9806471	neutral
108111	9810512	agreement
108111	9811472	disagreement
108111	9812269	disagreement
108111	9901384	disagreement
108111	9902334	disagreement
108111	9902437	agreement
108111	9906434	disagreement
108111	9907264	agreement
108111	9907333	agreement
108111	9909292	disagreement
108111	9911233	disagreement
108111	9911309	disagreement
108111	9911392	disagreement
108111	9912264	agreement
108111	9912398	disagreement
9511388	9206236	agreement
9511388	9302246	agreement
9511388	9306323	agreement
9511388	9308254	disagreement
9511388	9310355	disagreement
9511388	9311316	agreement
9511388	9401310	disagreement
9511388	9403233	disagreement
9511388	9408231	disagreement
9511388	9502298	agreement
9511388	9502335	disagreement
9511388	9502363	neutral
9511388	9503463	disagreement
9511388	9504398	disagreement
9511388	9505251	disagreement
9511388	9505405	agreement
9511388	9506255	disagreement
9511388	9506256	disagreement
9511388	9509378	disagreement
9511388	9512369	disagreement
104016	9307342	Disagreement
104016	9308310	disagreement
104016	9408313	disagreement
104016	9409458	disagreement
104016	9504241	agreement
104016	9511371	disagreement
104016	9606386	disagreement
104016	9610272	agreement
104016	9704431	disagreement
104016	9709409	disagreement
7304	1056	disagreement
7304	1145	agreement
7304	6050	disagreement
7304	9204204	agreement
7304	9204214	disagreement
7304	9210231	agreement
7304	9210233	disagreement
7304	9211292	disagreement
7304	9301222	disagreement
7304	9401324	agreement
7304	9404209	disagreement
7304	9409304	disagreement
7304	9411426	disagreement
7304	9503203	agreement
7304	9503433	agreement
7304	9602221	agreement
7304	9603311	disagreement
7304	9606233	disagreement
7304	9606475	disagreement
7304	9607213	disagreement
7304	9704455	disagreement
7304	9712319	disagreement
7304	9712457	agreement
7304	9802368	disagreement
7304	9803219	disagreement
7304	9805254	disagreement
7304	9806287	Disagreement
7304	9806289	disagreement
7304	9806409	disagreement
7304	9809470	disagreement
7304	9811357	disagreement
7304	9903369	Disagreement
7304	9904207	disagreement
7304	9906555	disagreement
7304	9907414	disagreement
7304	9912526	agreement
9703220	9403385	disagreement
9703220	9411377	disagreement
9703220	9502298	agreement
9703220	9503463	disagreement
9703220	9506256	agreement
9703220	9509248	disagreement
9703220	9509378	disagreement
9703220	9511388	agreement
9703220	9512369	disagreement
9703220	9601310	disagreement
9703220	9604279	disagreement
9703220	9607319	agreement
9703220	9607462	disagreement
106029	8078	disagreement
106029	104024	disagreement
106029	105037	disagreement
106029	105283	disagreement
106029	9303230	disagreement
106029	9408228	disagreement
106029	9408384	agreement
106029	9502298	disagreement
106029	9505304	disagreement
106029	9603310	disagreement
106029	9603374	agreement
106029	9606211	agreement
106029	9607286	disagreement
106029	9611363	disagreement
106029	9712368	agreement
106029	9712515	disagreement
106029	9801238	disagreement
106029	9801271	disagreement
106029	9802241	disagreement
106029	9804231	disagreement
106029	9805470	disagreement
106029	9807565	disagreement
106029	9810442	agreement
106029	9812332	disagreement
106029	9904378	disagreement
106029	9905472	disagreement
11078	5274	disagreement
11078	9302210	neutral
11078	9606253	agreement
11078	9610272	disagreement
11078	9712368	agreement
11078	9803219	agreement
11078	9905536	disagreement
9806366	9311248	disagreement
9806366	9404212	agreement
9806366	9410404	disagreement
9806366	9504316	agreement
9806366	9504324	agreement
9806366	9508321	agreement
9806366	9608221	disagreement
9806366	9610544	agreement
9806366	9711357	disagreement
9806366	9712393	agreement
103199	3320	disagreement
103199	4186	neutral
103199	4201	disagreement
103199	102122	disagreement
103199	102238	disagreement
103199	102312	disagreement
103199	103012	disagreement
103199	103126	agreement
103199	112117	disagreement
103199	9311316	agreement
103199	9408376	Neutral
103199	9502298	agreement
103199	9504333	disagreement
103199	9504334	disagreement
103199	9509378	agreement
103199	9511388	agreement
103199	9512348	disagreement
103199	9512369	disagreement
103199	9604279	disagreement
103199	9606230	agreement
103199	9607259	disagreement
103199	9607319	disagreement
103199	9703220	agreement
103199	9708227	disagreement
103199	9711308	agreement
103199	9802374	disagreement
103199	9805470	agreement
103199	9810512	agreement
103199	9811275	disagreement
103199	9901386	agreement
103199	9911454	disagreement
105004	1002	disagreement
105004	4028	disagreement
105004	4043	agreement
105004	7202	disagreement
105004	9337	disagreement
105004	10003	Neutral
105004	102098	agreement
105004	102145	disagreement
105004	102146	disagreement
105004	102147	disagreement
105004	102157	disagreement
105004	102181	disagreement
105004	102204	disagreement
105004	102315	disagreement
105004	102331	agreement
105004	102344	disagreement
105004	103048	disagreement
105004	103067	disagreement
105004	103182	disagreement
105004	103280	disagreement
105004	9610544	neutral
105004	9712234	disagreement
105004	9808275	agreement
105004	9810360	disagreement
105004	9811284	neutral
105004	9811402	disagreement
105004	9905481	agreement
105004	9907261	disagreement
105004	9907519	disagreement
105004	9908309	disagreement
105004	9909334	disagreement
9811402	9408265	agreement
9811402	9503271	agreement
9811402	9512383	Agreement
9811402	9610224	disagreement
9811402	9705309	Neutral
9811402	9706509	agreement
9811402	9712305	disagreement
9811402	9802441	disagreement
106025	5297	disagreement
106025	103088	agreement
106025	103199	disagreement
106025	104304	disagreement
106025	111058	disagreement
106025	112102	disagreement
106025	9310236	disagreement
106025	9502298	disagreement
106025	9511388	disagreement
106025	9601310	disagreement
106025	9604279	disagreement
106025	9607259	agreement
106025	9607319	agreement
106025	9703220	disagreement
106025	9708227	neutral
106025	9711287	disagreement
106025	9812371	disagreement
106025	9907240	disagreement
9312272	9203223	disagreement
9312272	9204225	agreement
9312272	9206218	disagreement
9312272	9206238	disagreement
9312272	9207218	disagreement
9312272	9207219	disagreement
9312272	9207234	disagreement
9312272	9209220	disagreement
9312272	9209232	Agreement
9312272	9210235	disagreement
9312272	9210240	neutral
9312272	9210242	disagreement
9312272	9211256	disagreement
9312272	9211260	disagreement
9312272	9212305	Disagreement
9312272	9301267	agreement
9312272	9302234	agreement
9312272	9302259	disagreement
9312272	9302317	disagreement
9312272	9302318	agreement
9312272	9303202	disagreement
9312272	9303270	agreement
9312272	9303274	agreement
9312272	9303280	neutral
9312272	9303291	agreement
9312272	9304307	disagreement
9312272	9307201	disagreement
9312272	9307226	disagreement
9312272	9307301	disagreement
9312272	9307364	disagreement
9355	1002	neutral
9355	1019	disagreement
9355	3154	neutral
9355	3221	agreement
9355	4028	disagreement
9355	4169	Neutral
9355	7078	disagreement
9355	7107	disagreement
9355	7113	disagreement
9355	8078	agreement
9355	8336	disagreement
9355	9065	disagreement
9355	9212	disagreement
9355	9337	disagreement
9355	9409458	agreement
9355	9502401	disagreement
9355	9507294	neutral
9355	9508343	agreement
9355	9602299	disagreement
9355	9603227	disagreement
9355	9607465	Neutral
9355	9609331	neutral
9355	9610272	disagreement
9355	9710312	agreement
9355	9710335	disagreement
9355	9802391	Neutral
9355	9806236	disagreement
9355	9806308	disagreement
9355	9806413	disagreement
9355	9807501	disagreement
9355	9810297	agreement
9355	9810360	agreement
9355	9811362	disagreement
9355	9811489	disagreement
9355	9904282	disagreement
9355	9904448	disagreement
9355	9907261	agreement
9355	9907422	disagreement
9355	9909497	Agreement
9355	9912223	agreement
9510210	9302289	disagreement
9510210	9311356	disagreement
9510210	9312202	disagreement
9510210	9501274	agreement
9510210	9507436	agreement
9507436	9801208	disagreement
9507436	9801209	agreement
9311356	9206221	disagreement
9311356	9207216	disagreement
9311356	9507436	agreement
8288	1231	agreement
8288	4269	disagreement
8288	11105	disagreement
8288	9301280	Agreement
8288	9407247	disagreement
8288	9704452	agreement
8288	9709273	disagreement
8288	9709417	disagreement
8288	9812289	disagreement
8288	9901207	disagreement
8288	9909259	disagreement
8288	9909482	disagreement
9709417	9310319	disagreement
9709417	9407247	disagreement
9709417	9408214	disagreement
9709417	9508378	disagreement
9709417	9606260	disagreement
9709417	9608205	disagreement
9709417	9608458	agreement
9709417	9610400	disagreement
9709417	9610477	disagreement
9709417	9612264	neutral
9709417	9703209	disagreement
9709417	9704399	disagreement
9709417	9704452	agreement
9709417	9705347	disagreement
9709417	9705357	disagreement
9812289	9606223	disagreement
9812289	9606260	disagreement
9812289	9608458	agreement
9812289	9704452	disagreement
9812289	9705347	disagreement
9812289	9705357	disagreement
9812289	9709320	disagreement
9812289	9801306	disagreement
9812289	9802238	disagreement
9812289	9802304	disagreement
9812289	9804425	disagreement
9812289	9805209	agreement
9812289	9806205	disagreement
9812289	9807339	disagreement
9812289	9809453	disagreement
9812289	9809489	disagreement
9812289	9809547	disagreement
9812289	9810361	disagreement
9812289	9811295	agreement
4269	9209238	disagreement
4269	9301280	disagreement
4269	9308270	agreement
4269	9402295	disagreement
4269	9501266	neutral
4269	9507429	disagreement
4269	9708303	agreement
4269	9710234	disagreement
4269	9905358	disagreement
4269	9906241	disagreement
4269	9908524	disagreement
1231	9209238	agreement
1231	9301280	disagreement
1231	9603337	disagreement
1231	9608458	disagreement
1231	9610477	disagreement
1231	9701304	agreement
1231	9701423	disagreement
1231	9704399	disagreement
1231	9704452	disagreement
1231	9705347	agreement
1231	9709273	agreement
1231	9711360	agreement
1231	9806205	disagreement
1231	9807339	disagreement
1231	9808404	disagreement
1231	9809490	agreement
1231	9809574	disagreement
1231	9904206	disagreement
1231	9907510	disagreement
1231	9909259	agreement
1231	9909282	disagreement
9901207	9407247	agreement
9901207	9603378	disagreement
9901207	9610400	disagreement
9901207	9701304	disagreement
9901207	9701423	disagreement
9901207	9704399	disagreement
9901207	9704452	disagreement
9901207	9705347	disagreement
9901207	9709273	agreement
9901207	9709443	agreement
9901207	9806205	disagreement
9901207	9807339	agreement
9901207	9808404	disagreement
9901207	9809490	agreement
9901207	9809574	disagreement
9909259	9303281	neutral
9909259	9311329	disagreement
9909259	9403301	disagreement
9909259	9405352	agreement
9909259	9407247	disagreement
9909259	9408214	disagreement
9909259	9408255	disagreement
9909259	9507429	Disagreement
9909259	9509285	disagreement
9909259	9601254	agreement
9909259	9603217	disagreement
9909259	9603337	disagreement
9909259	9605214	neutral
9909259	9608205	disagreement
9909259	9610396	disagreement
9909259	9701360	disagreement
9909259	9703327	agreement
9909259	9703422	disagreement
9909259	9704262	agreement
9909259	9704334	disagreement
9909259	9704452	Neutral
9909259	9708472	disagreement
9909259	9709232	disagreement
9909259	9711384	disagreement
9909259	9802370	disagreement
9909259	9809346	disagreement
9909259	9811273	disagreement
9909259	9812504	disagreement
9909259	9908339	disagreement
9909259	9908460	agreement
9909259	9909369	disagreement
9709273	9407247	disagreement
9709273	9603378	agreement
9709273	9606463	disagreement
9709273	9608374	agreement
9709273	9608458	disagreement
9709273	9610400	disagreement
9709273	9701276	neutral
9709273	9701304	Neutral
9709273	9704452	agreement
11105	4269	disagreement
9904419	9501369	Neutral
9904419	9503464	disagreement
9904419	9512406	disagreement
9904419	9607254	disagreement
9904419	9710266	agreement
9904419	9903282	disagreement
9503464	9303308	disagreement
9503464	9310350	disagreement
9503464	9404228	agreement
9503464	9407347	agreement
9503464	9410404	agreement
9503464	9411384	disagreement
9503464	9502280	agreement
9501369	9305306	agreement
9501369	9306289	agreement
9501369	9310204	disagreement
9501369	9310316	agreement
9501369	9311255	agreement
9501369	9401264	agreement
9501369	9403383	disagreement
9501369	9404270	disagreement
9607254	9301221	agreement
9607254	9306241	agreement
9607254	9306289	disagreement
9607254	9306299	disagreement
9607254	9306334	Neutral
9607254	9309336	disagreement
9607254	9310306	disagreement
9607254	9310346	neutral
9607254	9401328	agreement
9607254	9403383	disagreement
9607254	9404270	disagreement
9607254	9404277	agreement
9607254	9405250	disagreement
9607254	9406212	disagreement
9607254	9406315	disagreement
9607254	9407287	disagreement
9607254	9408363	disagreement
9607254	9410222	disagreement
9607254	9411267	agreement
9607254	9501369	agreement
9607254	9502334	agreement
9607254	9502336	disagreement
9607254	9503419	disagreement
9607254	9504277	disagreement
9607254	9506280	disagreement
9607254	9506451	agreement
9607254	9507354	disagreement
9607254	9507403	disagreement
9607254	9507434	disagreement
9607254	9508277	disagreement
9607254	9508347	agreement
9607254	9509222	disagreement
9607254	9509279	agreement
9607254	9510235	agreement
9607254	9510280	disagreement
9607254	9510304	disagreement
9607254	9510449	agreement
9607254	9510460	disagreement
9607254	9511217	agreement
9607254	9511330	agreement
9607254	9511345	agreement
9607254	9511401	agreement
9607254	9512218	agreement
9607254	9512267	agreement
9607254	9512406	disagreement
9607254	9601280	agreement
9607254	9601287	Agreement
9607254	9601294	agreement
9607254	9601350	disagreement
9607254	9602236	agreement
9607254	9602319	agreement
9607254	9603249	disagreement
9607254	9603302	disagreement
9607254	9603366	agreement
9607254	9603422	agreement
9607254	9604391	disagreement
9607254	9605209	neutral
9607254	9605330	disagreement
9607254	9605456	disagreement
9607254	9607204	disagreement
9607254	9607223	agreement
9710266	9508347	disagreement
9710266	9510449	disagreement
9710266	9512406	disagreement
9710266	9605286	neutral
9710266	9607336	agreement
9710266	9704313	disagreement
9602282	9210227	disagreement
9602282	9308279	disagreement
9602282	9311278	neutral
9602282	9410235	disagreement
9602282	9503217	disagreement
9602282	9507201	disagreement
9507201	9203203	disagreement
9507201	9208231	disagreement
9507201	9211219	agreement
9507201	9302210	disagreement
9507201	9307210	disagreement
9507201	9308279	disagreement
9507201	9403219	disagreement
9507201	9405234	disagreement
9507201	9503217	agreement
9507201	9503360	disagreement
9507201	9505341	disagreement
9507201	9506419	disagreement
9311278	9203203	disagreement
9311278	9204216	neutral
9311278	9206227	disagreement
9311278	9207245	Disagreement
9311278	9208231	agreement
9311278	9210227	disagreement
9311278	9211314	disagreement
9311278	9212235	agreement
9311278	9304245	disagreement
9311278	9304272	agreement
9210227	9204216	agreement
9410235	9211219	disagreement
9410235	9211303	agreement
9410235	9302210	disagreement
9410235	9304234	disagreement
9410235	9304245	disagreement
9410235	9304272	agreement
9410235	9305274	disagreement
9410235	9311278	disagreement
9410235	9311353	disagreement
9410235	9312215	disagreement
9410235	9403388	Neutral
9410235	9406345	disagreement
9503217	9203203	disagreement
9503217	9209258	disagreement
9503217	9211303	agreement
9503217	9308279	agreement
9503217	9411342	agreement
9812490	9211254	disagreement
9812490	9304276	disagreement
9812490	9307266	neutral
9812490	9410304	disagreement
9812490	9411338	disagreement
9812490	9502348	disagreement
9812490	9503411	disagreement
9812490	9511270	disagreement
9812490	9512290	agreement
9812490	9603408	disagreement
9812490	9605264	Disagreement
9812490	9702443	disagreement
9812490	9704406	neutral
9812490	9705221	disagreement
9812490	9707367	disagreement
9812490	9709379	agreement
9812490	9801252	agreement
9812490	9802204	agreement
9812490	9802411	disagreement
9812490	9804379	disagreement
9812490	9812280	agreement
9802411	9506451	agreement
